idx,facility_name,suggested_name,Name_Correction,Name_Match,all_names,source_facility_type,odhf_facility_type,suggested_type,Type_Match,Type_Correction,all_types,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,MISSING,hosp_group,dupe_flag,address
4841,providence continuing care centre regional community brain injury service,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,303,bagot street,K7K5W7,kingston,on,,Kingston,3510010,35,44.23223512,-76.4838053,2,3123,FALSE,"303, bagot street, kingston, on, K7K5W7"
4843,providence manor,providence manor,,TRUE,"['providence manor', 'providence care — providence manor site']",long-term care home,Nursing and residential care facilities,Nursing and residential care facilities,TRUE,,['Nursing and residential care facilities'],Province of Ontario,,275,sydenham street,K7K1G7,kingston,on,,Kingston,3510010,35,44.23553812,-76.4854634,2,3124,TRUE,"275, sydenham street, kingston, on, K7K1G7"
4847,providence st. joseph's and st. michael's hospital - (css),,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,22,adelaide street w,M5H4E3,toronto,on,,Toronto,3520005,35,43.65054688,-79.37946838,2,3125,FALSE,"22, adelaide street w, toronto, on, M5H4E3"
4848,psychiatric survivors network of elgin (psne),,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,499,talbot street,N5P1C3,saint thomas,on,,St. Thomas,3534021,35,42.77910165,-81.19414398,2,3126,FALSE,"499, talbot street, saint thomas, on, N5P1C3"
4849,psychiatric survivors of ottawa (pso),,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,211,bronson avenue,K1R6H5,ottawa,on,,Ottawa,3506008,35,45.41356995,-75.70634624,2,3127,FALSE,"211, bronson avenue, ottawa, on, K1R6H5"
4850,punjabi community health services,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,2980,drew road,L4T0A7,mississauga,on,,Mississauga,3521005,35,43.7102895,-79.6521369,2,3128,FALSE,"2980, drew road, mississauga, on, L4T0A7"
4852,queen square fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,366,main street n,L6V1P8,brampton,on,,Brampton,3521010,35,43.69503067,-79.77137851,2,3129,FALSE,"366, main street n, brampton, on, L6V1P8"
4853,queen's fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,220,bagot street,K7L5E9,kingston,on,,Kingston,3510010,35,44.23038802,-76.4851883,2,3130,FALSE,"220, bagot street, kingston, on, K7L5E9"
4855,"queen's university, faculty of health sciences",,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,68,barrie street,K7L3N6,kingston,on,,Kingston,3510010,35,44.22424691,-76.490742,2,3131,FALSE,"68, barrie street, kingston, on, K7L3N6"
4856,queens avenue retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1056,queens avenue,L6H6R3,oakville,on,,Oakville,3524001,35,43.46395854,-79.68888876,2,3132,FALSE,"1056, queens avenue, oakville, on, L6H6R3"
4857,queens village for seniors,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,518,queens avenue,N6B1Y7,london,on,,London,3539036,35,42.98946328,-81.23601261,2,3133,FALSE,"518, queens avenue, london, on, N6B1Y7"
4858,queenston place retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,6440,valley way,L2E7E3,niagara falls,on,,Niagara Falls,3526043,35,43.0974671,-79.10210755,2,3134,FALSE,"6440, valley way, niagara falls, on, L2E7E3"
4859,queensview retirement community,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,70,king edward street,N3L0C1,brant,on,,Brant,3529005,35,43.18908096,-80.38626696,2,3135,FALSE,"70, king edward street, brant, on, N3L0C1"
4861,queensway long term care home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,100,queen street,N0M1X0,lakeside,on,,Bluewater,3540010,35,43.43497405,-81.50347404,2,3136,FALSE,"100, queen street, lakeside, on, N0M1X0"
4863,queenswood villa,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,370,kennedy lane e,K1E3X5,ottawa,on,,Ottawa,3506008,35,45.47890827,-75.50317318,2,3137,FALSE,"370, kennedy lane e, ottawa, on, K1E3X5"
4864,quest community health centre,,,,,community health centre,Ambulatory health care services,,,,,Province of Ontario,,145,queenston street,L2R2Z9,st catharines,on,,St. Catharines,3526053,35,43.16328251,-79.23018339,2,3138,FALSE,"145, queenston street, st catharines, on, L2R2Z9"
4865,quinte gardens retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,30,college street w,K8P0A9,belleville,on,,Belleville,3512005,35,44.17668077,-77.39264349,2,3139,FALSE,"30, college street w, belleville, on, K8P0A9"
4879,r. h. lawson eventide home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,5050,jepson street,L2E1K5,niagara falls,on,,Niagara Falls,3526043,35,43.0997467,-79.07748394,2,3140,FALSE,"5050, jepson street, niagara falls, on, L2E1K5"
4881,r.a.i.s.e. home support service for the elderly,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,420,weber street n,N2L4E7,waterloo,on,,Waterloo,3530016,35,43.4858029,-80.52865543,2,3141,FALSE,"420, weber street n, waterloo, on, N2L4E7"
4882,raglan village retirement,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,89,raglan street,L9Y0B2,collingwood,on,,Collingwood,3543031,35,44.50144059,-80.19995002,2,3142,FALSE,"89, raglan street, collingwood, on, L9Y0B2"
4883,rainy river health centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,114,fourth street,P0W1L0,rainy river,on,,Rainy River,3559042,35,48.71856,-94.5692765,2,3143,FALSE,"114, fourth street, rainy river, on, P0W1L0"
4884,riverside health care facilities inc. — rainycrest home for the aged,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,550,osborne street,P9A3T2,fort frances,on,,Fort Frances,3559012,35,48.61757858,-93.38953726,2,3144,FALSE,"550, osborne street, fort frances, on, P9A3T2"
4885,rapids fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,1150,pontiac drive,N7S3A7,sarnia,on,,Sarnia,3538030,35,42.98086162,-82.36095886,2,3145,FALSE,"1150, pontiac drive, sarnia, on, N7S3A7"
4886,ray of hope inc.,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,659,king street e,N2G2M4,kitchener,on,,Kitchener,3530013,35,43.4447645,-80.47846871,2,3146,FALSE,"659, king street e, kitchener, on, N2G2M4"
4887,rayoak place,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1340,york mills road,M3A3R1,toronto,on,,Toronto,3520005,35,43.76323831,-79.32006477,2,3147,FALSE,"1340, york mills road, toronto, on, M3A3R1"
4888,reachview village,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,130,reach street,L9P1L3,uxbridge,on,,Uxbridge,3518029,35,44.10408728,-79.11189924,2,3148,FALSE,"130, reach street, uxbridge, on, L9P1L3"
4889,reconnect community health services,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,1281,st clair avenue w,M6E1B8,toronto,on,,Toronto,3520005,35,43.67675159,-79.44756641,2,3149,FALSE,"1281, st clair avenue w, toronto, on, M6E1B8"
4891,red lake family health team,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,51,highway 105,P0V2M0,red lake,on,,Red Lake,3560042,35,51.01327044,-93.82244384,2,3150,FALSE,"51, highway 105, red lake, on, P0V2M0"
4894,red lake margaret cochenour memorial hospital corporation,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,146,howey street,P0V2M0,red lake,on,,Red Lake,3560042,35,51.02154624,-93.82258935,2,3151,FALSE,"146, howey street, red lake, on, P0V2M0"
4895,red maple assistive living,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,25,windermere court,L6X2L5,brampton,on,,Brampton,3521010,35,43.68078827,-79.78407931,2,3152,FALSE,"25, windermere court, brampton, on, L6X2L5"
4896,red oak retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,3501,campeau drive,K2K0C1,ottawa,on,,Ottawa,3506008,35,45.31605973,-75.9006471,2,3153,FALSE,"3501, campeau drive, ottawa, on, K2K0C1"
4897,red oak villa,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,20,ste anne road,P3C5N4,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005,35,46.49554268,-80.99677148,2,3154,FALSE,"20, ste anne road, sudbury, on, P3C5N4"
4898,redstacks retirement home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,303,niagara boulevard,L2A3H1,fort erie,on,,Fort Erie,3526003,35,42.91807758,-78.91163277,2,3155,FALSE,"303, niagara boulevard, fort erie, on, L2A3H1"
4899,redwoods retirement,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,2604,draper avenue,K2H7A1,ottawa,on,,Ottawa,3506008,35,45.34226624,-75.78929286,2,3156,FALSE,"2604, draper avenue, ottawa, on, K2H7A1"
4900,regency long term care home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,66,dorset street e,L1A1E3,port hope,on,,Port Hope,3514020,35,43.95079819,-78.28804066,2,3157,FALSE,"66, dorset street e, port hope, on, L1A1E3"
4901,regency park long term care home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,567,victoria avenue,N9A4N1,windsor,on,,Windsor,3537039,35,42.31362957,-83.03932361,2,3158,FALSE,"567, victoria avenue, windsor, on, N9A4N1"
4903,regency retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,91,concession street,K0L2H0,lakefield,on,,Selwyn,3515015,35,44.42391627,-78.26718299,2,3159,FALSE,"91, concession street, lakefield, on, K0L2H0"
4904,regeneration house inc.,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,2238,dundas street w,M6R3A9,toronto,on,,Toronto,3520005,35,43.65437708,-79.45149351,2,3160,FALSE,"2238, dundas street w, toronto, on, M6R3A9"
4905,regent manor,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1315,regent street,P3E3Z1,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005,35,46.46335238,-81.01002818,2,3161,FALSE,"1315, regent street, sudbury, on, P3E3Z1"
4906,regent park community health centre,,,,,children's treatment centre,Ambulatory health care services,,,,,Province of Ontario,,150,berry road,M8Y1W3,toronto,on,,Toronto,3520005,35,43.63785208,-79.48844552,2,3162,FALSE,"150, berry road, toronto, on, M8Y1W3"
4912,region of halton health department - community health services,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,19,willow street,L7J1Z6,acton,on,,Halton Hills,3524015,35,43.63097875,-80.04122729,2,3163,FALSE,"19, willow street, acton, on, L7J1Z6"
4913,"region of waterloo, public health",,,,,public health unit office,Ambulatory health care services,,,,,Province of Ontario,,99,regina street s,N2J4V3,waterloo,on,,Waterloo,3530016,35,43.4629275,-80.52084063,2,3164,FALSE,"99, regina street s, waterloo, on, N2J4V3"
4914,regional geriatric program of toronto - psychogeriatric resource consultation,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,2075,bayview avenue,M4N3M5,toronto,on,,Toronto,3520005,35,43.7228543,-79.37287829,2,3165,FALSE,"2075, bayview avenue, toronto, on, M4N3M5"
4915,regional hiv/aids connection (css),,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,186,king street,N6A1C7,london,on,,London,3539036,35,42.98313058,-81.24835931,2,3166,FALSE,"186, king street, london, on, N6A1C7"
4916,regional hospice of quinte inc.,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,225,dundas street e,K8N1E2,belleville,on,,Belleville,3512005,35,44.16278117,-77.36844678,2,3167,FALSE,"225, dundas street e, belleville, on, K8N1E2"
4923,regional municipality of niagara,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,3550,schmon parkway,L2V4T7,thorold,on,,Thorold,3526037,35,43.1176724,-79.23961159,2,3168,FALSE,"3550, schmon parkway, thorold, on, L2V4T7"
5641,the meadows of dorchester,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,6623,kalar road,L2H2T3,niagara falls,on,,Niagara Falls,3526043,35,43.07925789,-79.13696046,2,3169,FALSE,"6623, kalar road, niagara falls, on, L2H2T3"
5729,the woodlands of sunset,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,920,pelham street,L3C1Y5,welland,on,,Pelham,3526028,35,43.01741988,-79.2853459,2,3170,FALSE,"920, pelham street, welland, on, L3C1Y5"
5862,upper canada lodge,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,272,wellington street,L0S1J0,niagara-on-the-lake,on,,Niagara-on-the-Lake,3526047,35,43.2502043,-79.0694642,2,3171,FALSE,"272, wellington street, niagara-on-the-lake, on, L0S1J0"
4932,regional municipality of peel,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,7120,hurontario street,L5M2C2,mississauga,on,,Mississauga,3521005,35,43.64747107,-79.70905269,2,3172,FALSE,"7120, hurontario street, mississauga, on, L5M2C2"
5229,sheridan villa,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,2460,truscott drive,L5J3Z8,mississauga,on,,Mississauga,3521005,35,43.51060205,-79.64829886,2,3173,FALSE,"2460, truscott drive, mississauga, on, L5J3Z8"
5549,tall pines long term care centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,1001,peter robertson boulevard,L6R2Y3,brampton,on,,Brampton,3521010,35,43.75057309,-79.74244701,2,3174,FALSE,"1001, peter robertson boulevard, brampton, on, L6R2Y3"
5879,vera m. davis community care centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,80,allan drive,L7E1P7,caledon,on,,Caledon,3521024,35,43.87348751,-79.72446771,2,3175,FALSE,"80, allan drive, caledon, on, L7E1P7"
4938,regional municipality of waterloo,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,247,franklin street n,N2A1Y5,kitchener,on,,Kitchener,3530013,35,43.440994,-80.4451854,2,3176,FALSE,"247, franklin street n, kitchener, on, N2A1Y5"
6122,york region maple health centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,10424,keele street,L6A2L1,vaughan,on,,Vaughan,3519028,35,43.86500652,-79.51564435,2,3177,FALSE,"10424, keele street, vaughan, on, L6A2L1"
4942,"regional municipality of york, the",,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,194,eagle street,L3Y1J6,newmarket,on,,Newmarket,3519048,35,44.04550395,-79.46877495,2,3178,FALSE,"194, eagle street, newmarket, on, L3Y1J6"
4944,"renascent fellowship, the",,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,356,dundas street w,M5T1G5,toronto,on,,Toronto,3520005,35,43.65426168,-79.39321379,2,3179,FALSE,"356, dundas street w, toronto, on, M5T1G5"
4945,renfrew and area seniors' home support inc.,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,214,raglan street s,K7V4H3,renfrew,on,,Renfrew,3547048,35,45.47153392,-76.68381597,2,3180,FALSE,"214, raglan street s, renfrew, on, K7V4H3"
